90,Doesn't take AP Physics,Doesn't take no AP,0.6145251396648045
91,Doesn't take AP Physics,Night owl,0.5921787709497207
92,Doesn't take AP Physics,Someone else drives me,0.40782122905027934
93,Doesn't take AP Physics,Takes AP Math,0.44692737430167595
94,Doesn't take AP Spanish,Doesn't take AP Programming,0.8659217877094972
95,Doesn't take AP Programming,Doesn't take no AP,0.8379888268156425
96,Doesn't take AP Programming,Night owl,0.7541899441340782
97,Doesn't take AP Programming,Someone else drives me,0.4748603351955307
98,Doesn't take AP Programming,Takes AP Math,0.6368715083798883
99,Doesn't take AP Spanish,Doesn't take no AP,0.8268156424581006
100,Doesn't take AP Spanish,Night owl,0.7430167597765364
101,Doesn't take AP Spanish,Someone else drives me,0.45251396648044695
102,Doesn't take AP Spanish,Takes AP Math,0.6201117318435754
103,Doesn't take no AP,Night owl,0.7039106145251397
104,Someone else drives me,Doesn't take no AP,0.44692737430167595
105,Doesn't take no AP,Takes AP Math,0.6871508379888268
106,Someone else drives me,Night owl,0.40782122905027934
107,Night owl,Takes AP Math,0.5251396648044693
